,x,y
25755,69,-127
25756,12,-22
25757,69,-128
25758,12,-23
25759,69,-127
25760,12,-22
25761,70,-127
25762,12,-23
25763,71,-127
25764,12,-22
25765,71,-128
25766,13,-22
25767,71,-127
25768,14,-22
25769,71,-126
25770,13,-22
25771,70,-126
25772,12,-22
25773,69,-126
25774,12,-23
25775,68,-126
25776,11,-23
25777,68,-127
25778,12,-23
25779,68,-128
25780,12,-22
25781,69,-128
25782,13,-22
25783,70,-128
25784,13,-21
25785,69,-128
25786,13,-20
25787,69,-129
25788,13,-21
25789,68,-129
25790,14,-21
25791,69,-129
25792,14,-22
25793,68,-129
25794,14,-21
25795,69,-129
25796,14,-22
25797,70,-129
25798,14,-23
25799,70,-128
25800,15,-23
25801,71,-128
25802,15,-22
25803,70,-128
25804,14,-22
25805,70,-129
25806,14,-23
25807,70,-128
25808,14,-22
25809,70,-127
25810,14,-23
25811,69,-127
25812,14,-24
25813,68,-127
25814,14,-23
25815,68,-126
25816,14,-22
25817,69,-126
25818,13,-22
25819,70,-126
25820,14,-22
25821,69,-126
25822,15,-22
25823,68,-126
25824,14,-22
25825,67,-126
25826,14,-23
25827,66,-126
25828,13,-23
25829,66,-127
25830,13,-22
25831,66,-128
25832,12,-22
25833,65,-128
25834,13,-22
25835,65,-127
25836,12,-22
25837,64,-127
25838,11,-22
25839,64,-128
25840,11,-21
25841,64,-127
25842,10,-21
25843,64,-128
25844,11,-21
25845,64,-127
25846,10,-21
25847,64,-126
25848,10,-20
25849,65,-126
25850,9,-20
25851,64,-126
25852,9,-21
25853,63,-126
25854,9,-20
25855,63,-125
25856,9,-21
25857,64,-125
25858,8,-21
25859,64,-126
25860,9,-21
25861,64,-125
25862,9,-22
25863,64,-124
25864,8,-22
25865,64,-123
25866,9,-22
25867,63,-123
25868,9,-21
25869,63,-122
25870,9,-20
25871,63,-121
25872,9,-19
25873,63,-120
25874,9,-20
25875,63,-119
25876,8,-20
25877,64,-119
25878,8,-19
25879,65,-119
25880,8,-18
25881,66,-119
25882,8,-17
25883,67,-119
25884,8,-18
25885,67,-120
25886,8,-17
25887,68,-120
25888,7,-17
25889,68,-121
25890,7,-18
25891,68,-120
25892,7,-17
25893,69,-120
25894,6,-17
25895,68,-120
25896,6,-18
25897,68,-121
25898,6,-19
25899,68,-122
25900,5,-19
25901,68,-123
25902,6,-19
25903,69,-123
25904,5,-19
25905,70,-123
25906,6,-19
25907,70,-122
25908,6,-18
25909,71,-122
25910,5,-18
25911,72,-122
25912,6,-18
25913,72,-123
25914,6,-19
25915,71,-123
25916,7,-19
25917,72,-123
25918,7,-18
25919,73,-123
25920,7,-19
25921,73,-124
25922,7,-18
25923,74,-124
25924,8,-18
25925,75,-124
25926,7,-18
25927,75,-123
25928,6,-18
25929,76,-123
25930,6,-17
25931,77,-123
25932,7,-17
25933,77,-122
25934,7,-16
25935,77,-121
25936,7,-15
25937,78,-121
25938,6,-15
25939,79,-121
25940,5,-15
25941,80,-121
25942,5,-14
25943,79,-121
25944,5,-13
25945,78,-121
25946,4,-13
25947,78,-122
25948,3,-13
25949,79,-122
25950,3,-14
25951,80,-122
25952,3,-15
25953,81,-122
25954,2,-15
25955,82,-122
25956,1,-15
25957,83,-122
25958,0,-15
25959,82,-122
25960,0,-16
25961,81,-122
25962,-1,-16
25963,80,-122
25964,-1,-15
25965,80,-123
25966,-1,-16
25967,79,-123
25968,-2,-16
25969,80,-123
25970,-1,-16
25971,79,-123
25972,-1,-15
25973,80,-123
25974,-1,-14
25975,81,-123
25976,0,-14
25977,80,-123
25978,0,-13
25979,81,-123
25980,1,-13
25981,82,-123
25982,2,-13
25983,82,-122
25984,2,-12
25985,82,-123
25986,2,-11
25987,82,-124
25988,2,-10
25989,81,-124
25990,2,-9
25991,81,-125
25992,2,-8
25993,80,-125
25994,1,-8
25995,80,-124
25996,1,-9
25997,80,-125
25998,1,-10
25999,80,-124
26000,1,-9
26001,81,-124
26002,0,-9
26003,80,-124
26004,0,-10
26005,79,-124
26006,0,-9
26007,79,-123
26008,1,-9
26009,79,-124
26010,1,-10
26011,78,-124
26012,1,-9
26013,78,-123
26014,2,-9
26015,79,-123
26016,3,-9
26017,79,-124
26018,3,-8
26019,79,-123
26020,3,-9
26021,79,-122
26022,4,-9
26023,80,-122
26024,3,-9
26025,80,-123
26026,3,-10
26027,80,-122
26028,2,-10
26029,81,-122
26030,2,-11
26031,81,-123
26032,2,-12
26033,82,-123
26034,2,-11
26035,82,-124
26036,1,-11
26037,83,-124
26038,1,-12
26039,83,-125
26040,0,-12
26041,83,-126
26042,0,-13
26043,83,-127
26044,0,-12
26045,82,-127
26046,0,-11
26047,82,-126
26048,0,-10
26049,82,-127
26050,1,-10
26051,82,-128
26052,0,-10
26053,83,-128
26054,0,-9
26055,83,-129
26056,0,-8
26057,82,-129
26058,0,-7
26059,82,-128
26060,0,-8
26061,83,-128
26062,-1,-8
26063,82,-128
26064,-2,-8
26065,82,-129
26066,-2,-9
26067,81,-129
26068,-2,-10
26069,80,-129
26070,-2,-11
26071,79,-129
26072,-3,-11
26073,80,-129
26074,-2,-11
26075,79,-129
26076,-2,-12
26077,79,-130
26078,-2,-13
26079,79,-129
26080,-2,-14
26081,78,-129
26082,-1,-14
26083,79,-129
26084,-2,-14
26085,79,-130
26086,-3,-14
26087,78,-130
26088,-3,-15
26089,77,-130
26090,-2,-15
26091,77,-129
26092,-2,-14
26093,78,-129
26094,-1,-14
26095,79,-129
26096,-1,-15
26097,79,-130
26098,0,-15
26099,78,-130
26100,1,-15
26101,78,-131
26102,1,-14
26103,79,-131
26104,1,-13
26105,79,-130
26106,0,-13
26107,78,-130
26108,1,-13
26109,78,-129
26110,1,-14
26111,78,-130
26112,2,-14
26113,77,-130
26114,2,-13
26115,77,-131
26116,1,-13
26117,77,-132
26118,2,-13
26119,77,-133
26120,1,-13
26121,78,-133
26122,0,-13
26123,79,-133
26124,-1,-13
26125,80,-133
26126,-1,-12
26127,80,-132
26128,-1,-13
26129,80,-131
26130,-1,-12
26131,80,-130
26132,-2,-12
26133,80,-129
26134,-1,-12
26135,80,-128
26136,-2,-12
26137,79,-128
26138,-2,-11
26139,78,-128
26140,-2,-10
26141,79,-128
26142,-1,-10
26143,80,-128
26144,-1,-11
26145,80,-127
26146,-1,-12
26147,80,-126
26148,-2,-12
26149,80,-125
26150,-1,-12
26151,80,-126
26152,0,-12
26153,81,-126
26154,1,-12
26155,81,-125
26156,0,-12
26157,81,-124
26158,1,-12
26159,81,-123
26160,0,-12
26161,81,-122
26162,-1,-12
26163,81,-121
26164,-2,-12
26165,81,-122
26166,-2,-11
26167,82,-122
26168,-2,-10
26169,83,-122
26170,-2,-11
26171,83,-121
26172,-1,-11
26173,82,-121
26174,-1,-10
26175,82,-122
26176,0,-10
26177,83,-122
26178,1,-10
26179,82,-122
26180,0,-10
26181,83,-122
26182,-1,-10
26183,82,-122
26184,0,-10
26185,82,-123
26186,0,-11
26187,82,-124
26188,0,-10
26189,82,-123
26190,-1,-10
26191,83,-123
26192,-1,-11
26193,82,-123
26194,-1,-10
26195,83,-123
26196,0,-10
26197,83,-122
26198,1,-10
26199,82,-122
26200,1,-11
26201,82,-121
26202,1,-10
26203,83,-121
26204,1,-9
26205,84,-121
26206,1,-8
26207,84,-122
26208,2,-8
26209,83,-122
26210,2,-9
26211,83,-123
26212,2,-8
26213,83,-122
26214,2,-9
26215,83,-121
26216,2,-10
26217,84,-121
26218,2,-9
26219,85,-121
26220,1,-9
26221,86,-121
26222,2,-9
26223,85,-121
26224,3,-9
26225,85,-120
26226,3,-10
26227,86,-120
26228,3,-9
26229,86,-121
26230,3,-8
26231,86,-122
26232,3,-7
26233,86,-121
26234,2,-7
26235,87,-121
26236,2,-6
26237,87,-120
26238,1,-6
26239,88,-120
26240,1,-7
26241,88,-119
26242,2,-7
26243,89,-119
26244,3,-7
26245,90,-119
26246,3,-6
26247,91,-119
26248,2,-6
26249,92,-119
26250,3,-6
26251,92,-120
26252,3,-7
26253,91,-120
26254,3,-8
26255,91,-121
26256,2,-8
26257,91,-122
26258,3,-8
26259,91,-123
26260,3,-7
26261,90,-123
26262,2,-7
26263,90,-122
26264,2,-8
26265,90,-121
26266,3,-8
26267,90,-122
26268,3,-7
26269,89,-122
26270,4,-7
26271,90,-122
26272,5,-7
26273,91,-122
26274,5,-6
26275,91,-121
26276,6,-6
26277,91,-120
26278,6,-5
26279,90,-120
26280,6,-6
26281,89,-120
26282,6,-5
26283,89,-121
26284,7,-5
26285,89,-120
26286,7,-4
26287,89,-119
26288,7,-5
26289,89,-120
26290,6,-5
26291,90,-120
26292,7,-5
26293,90,-119
26294,8,-5
26295,89,-119
26296,8,-6
26297,89,-120
26298,8,-7
26299,90,-120
26300,9,-7
26301,90,-121
26302,8,-7
26303,90,-120
26304,8,-8
26305,90,-121
26306,9,-8
26307,89,-121
26308,8,-8
26309,88,-121
26310,9,-8
26311,88,-122
26312,10,-8
26313,87,-122
26314,10,-7
26315,87,-123
26316,10,-8
26317,88,-123
26318,10,-9
26319,88,-122
26320,10,-8
26321,87,-122
26322,9,-8
26323,87,-123
26324,8,-8
26325,88,-123
26326,7,-8
26327,89,-123
26328,8,-8
26329,89,-122
26330,9,-8
26331,90,-122
26332,9,-7
26333,89,-122
26334,9,-6
26335,90,-122
26336,9,-5
26337,91,-122
26338,9,-4
26339,91,-121
26340,10,-4
26341,91,-120
26342,11,-4
26343,90,-120
26344,11,-3
26345,90,-119
26346,11,-2
26347,90,-120
26348,12,-2
26349,90,-119
26350,11,-2
26351,90,-118
26352,10,-2
26353,90,-119
26354,9,-2
26355,91,-119
26356,8,-2
26357,91,-120
26358,8,-1
26359,90,-120
26360,9,-1
26361,90,-121
26362,9,-2
26363,91,-121
26364,9,-3
26365,90,-121
26366,10,-3
26367,89,-121
26368,9,-3
26369,89,-120
26370,10,-3
26371,90,-120
26372,9,-3
26373,90,-119
26374,8,-3
26375,91,-119
26376,8,-2
26377,90,-119
26378,9,-2
26379,90,-120
26380,8,-2
26381,91,-120
26382,8,-3
26383,91,-121
26384,8,-4
26385,90,-121
26386,8,-3
26387,90,-122
26388,8,-4
26389,90,-121
26390,8,-5
26391,89,-121
26392,9,-5
26393,89,-122
26394,8,-5
26395,90,-122
26396,7,-5
26397,91,-122
26398,8,-5
26399,91,-121
26400,8,-4
26401,91,-122
26402,7,-4
26403,92,-122
26404,7,-3
26405,91,-122
26406,7,-4
26407,91,-123
26408,6,-4
26409,90,-123
26410,7,-4
26411,90,-122
26412,7,-3
26413,89,-122
26414,6,-3
26415,90,-122
26416,7,-3
26417,89,-122
26418,7,-2
26419,88,-122
26420,7,-1
26421,87,-122
26422,8,-1
26423,88,-122
26424,8,-2
26425,88,-121
26426,9,-2
26427,88,-122
26428,10,-2
26429,89,-122
26430,10,-3
26431,89,-123
26432,9,-3
26433,89,-124
26434,9,-4
26435,89,-123
26436,10,-4
26437,88,-123
26438,11,-4
26439,87,-123
26440,11,-5
26441,87,-122
26442,12,-5
26443,88,-122
26444,11,-5
26445,89,-122
26446,11,-6
26447,88,-122
26448,11,-7
26449,87,-122
26450,11,-8
26451,86,-122
26452,12,-8
26453,86,-121
26454,12,-9
26455,87,-121
26456,12,-10
26457,87,-120
26458,11,-10
26459,88,-120
26460,10,-10
26461,88,-121
26462,10,-9
26463,88,-120
26464,10,-8
26465,89,-120
26466,10,-7
26467,89,-121
26468,9,-7
26469,89,-120
26470,9,-8
26471,90,-120
26472,9,-9
26473,90,-121
26474,8,-9
26475,91,-121
26476,8,-8
26477,91,-122
26478,8,-9
26479,91,-123
26480,8,-8
26481,91,-124
26482,7,-8
26483,90,-124
26484,7,-7
26485,89,-124
26486,8,-7
26487,89,-125
26488,8,-8
26489,89,-124
26490,9,-8
26491,90,-124
26492,10,-8
26493,90,-123
26494,10,-7
26495,91,-123
26496,10,-8
26497,92,-123
26498,9,-8
26499,93,-123
26500,9,-9
26501,93,-122
26502,10,-9
26503,93,-121
26504,11,-9
26505,92,-121
26506,10,-9
26507,92,-122
26508,10,-10
26509,92,-121
26510,9,-10
26511,93,-121
26512,8,-10
26513,92,-121
26514,8,-9
26515,91,-121
26516,7,-9
26517,91,-122
26518,7,-8
26519,91,-123
26520,6,-8
26521,91,-124
26522,6,-9
26523,90,-124
26524,6,-10
26525,90,-123
26526,6,-11
26527,91,-123
26528,7,-11
26529,92,-123
26530,7,-10
26531,92,-124
26532,6,-10
26533,92,-123
26534,6,-9
26535,92,-122
26536,5,-9
26537,91,-122
26538,5,-10
26539,92,-122
26540,4,-10
26541,91,-122
26542,5,-10
26543,91,-123
26544,5,-11
26545,92,-123
26546,5,-12
26547,93,-123
26548,5,-13
26549,92,-123
26550,5,-12
26551,93,-123
26552,6,-12
26553,92,-123
26554,6,-11
26555,93,-123
26556,6,-12
26557,92,-123
26558,5,-12
26559,93,-123
26560,5,-11
26561,92,-123
26562,5,-12
26563,92,-124
26564,5,-11
26565,91,-124
26566,4,-11
26567,91,-123
26568,4,-10
26569,90,-123
26570,3,-10
26571,91,-123
26572,2,-10
26573,91,-122
26574,1,-10
26575,92,-122
26576,1,-9
26577,91,-122
26578,0,-9
26579,91,-123
26580,0,-10
26581,90,-123
26582,0,-11
26583,90,-124
26584,0,-12
26585,90,-123
26586,1,-12
26587,89,-123
26588,1,-13
26589,89,-122
26590,1,-14
26591,90,-122
26592,1,-13
26593,91,-122
26594,1,-12
26595,92,-122
26596,1,-11
26597,92,-123
26598,1,-12
26599,92,-124
26600,1,-11
26601,93,-124
26602,2,-11
26603,94,-124
26604,2,-12
26605,93,-124
26606,1,-12
26607,94,-124
26608,0,-12
26609,95,-124
26610,-1,-12
26611,94,-124
26612,-1,-11
26613,95,-124
26614,-1,-10
26615,95,-123
26616,-2,-10
26617,94,-123
26618,-3,-10
26619,94,-122
26620,-3,-11
26621,94,-123
26622,-3,-10
26623,95,-123
26624,-4,-10
26625,94,-123
26626,-4,-9
26627,94,-122
26628,-3,-9
26629,94,-123
26630,-3,-8
26631,93,-123
26632,-3,-7
26633,92,-123
26634,-3,-8
26635,92,-122
26636,-3,-9
26637,92,-123
26638,-3,-10
26639,91,-123
26640,-3,-9
26641,91,-124
26642,-3,-8
26643,92,-124
26644,-3,-7
26645,92,-123
26646,-3,-8
26647,93,-123
26648,-2,-8
26649,92,-123
26650,-3,-8
26651,91,-123
26652,-2,-8
26653,92,-123
26654,-2,-7
26655,91,-123
26656,-2,-8
26657,92,-123
26658,-3,-8
26659,92,-124
26660,-2,-8
26661,93,-124
26662,-3,-8
26663,93,-123
26664,-3,-9
26665,92,-123
26666,-2,-9
26667,92,-122
26668,-2,-8
26669,91,-122
26670,-2,-7
26671,90,-122
26672,-3,-7
26673,90,-121
26674,-3,-8
26675,90,-122
26676,-3,-7
26677,91,-122
26678,-3,-6
26679,91,-121
26680,-2,-6
26681,90,-121
26682,-2,-7
26683,90,-122
26684,-2,-6
26685,90,-123
26686,-2,-7
26687,90,-124
26688,-2,-6
26689,91,-124
26690,-2,-7
26691,91,-125
26692,-1,-7
26693,92,-125
26694,0,-7
26695,91,-125
26696,1,-7
26697,91,-126
26698,1,-8
26699,92,-126
26700,0,-8
26701,91,-126
26702,1,-8
26703,92,-126
26704,1,-9
26705,92,-127
26706,1,-10
26707,92,-126
26708,1,-11
26709,93,-126
26710,0,-11
26711,93,-125
26712,1,-11
26713,93,-124
26714,0,-11
26715,93,-123
26716,0,-12
26717,93,-124
26718,1,-12
26719,93,-125
26720,2,-12
26721,93,-126
26722,2,-11
26723,93,-127
26724,2,-12
26725,93,-128
26726,3,-12
26727,94,-128
26728,3,-13
26729,93,-128
26730,3,-12
26731,92,-128
26732,2,-12
26733,92,-129
26734,2,-11
26735,92,-130
26736,2,-12
26737,91,-130
26738,2,-13
26739,91,-129
26740,3,-13
26741,91,-128
26742,3,-14
26743,91,-127
26744,3,-15
26745,91,-126
26746,4,-15
26747,90,-126
26748,4,-16
26749,90,-127
26750,4,-17
26751,89,-127
26752,5,-17
26753,89,-128
26754,5,-18
26755,89,-129
26756,6,-18
26757,90,-129
26758,6,-19
26759,90,-128
26760,6,-20
26761,90,-129
26762,7,-20
26763,90,-130
26764,7,-21
26765,89,-130
26766,8,-21
26767,89,-131
26768,7,-21
26769,89,-130
26770,6,-21
26771,90,-130
26772,6,-22
26773,91,-130
26774,5,-22
26775,91,-131
26776,5,-23
26777,91,-132
26778,5,-22
26779,91,-133
26780,5,-23
26781,92,-133
26782,4,-23
26783,92,-132
26784,5,-23
26785,92,-133
26786,5,-22
26787,92,-132
26788,4,-22
26789,91,-132
26790,5,-22
26791,92,-132
26792,6,-22
26793,91,-132
26794,6,-21
26795,90,-132
26796,6,-20
26797,91,-132
26798,6,-19
26799,92,-132
26800,6,-18
26801,93,-132
26802,7,-18
26803,94,-132
26804,8,-18
26805,94,-131
26806,9,-18
26807,94,-132
26808,9,-17
26809,93,-132
26810,9,-16
26811,92,-132
26812,9,-15
26813,92,-133
26814,8,-15
26815,91,-133
26816,8,-14
26817,91,-132
26818,8,-15
26819,91,-131
26820,9,-15
26821,91,-130
26822,9,-14
26823,91,-129
26824,9,-15
26825,92,-129
26826,8,-15
26827,93,-129
26828,8,-14
26829,94,-129
26830,9,-14
26831,93,-129
26832,9,-15
26833,93,-128
26834,9,-14
26835,94,-128
26836,9,-13
26837,94,-127
26838,9,-12
26839,93,-127
26840,9,-13
26841,92,-127
26842,9,-14
26843,92,-126
26844,9,-13
26845,92,-125
26846,10,-13
26847,91,-125
26848,10,-14
26849,90,-125
26850,9,-14
26851,90,-126
26852,10,-14
26853,90,-125
26854,11,-14
26855,89,-125
26856,11,-13
26857,90,-125
26858,11,-14
26859,91,-125
26860,12,-14
26861,91,-124
26862,12,-13
26863,92,-124
26864,13,-13
26865,93,-124
26866,12,-13
26867,92,-124
26868,13,-13
26869,93,-124
26870,13,-12
26871,93,-123
26872,14,-12
26873,93,-122
26874,15,-12
26875,94,-122
26876,16,-12
26877,94,-123
26878,16,-13
26879,94,-124
26880,16,-14
26881,94,-125
26882,16,-13
26883,95,-125
26884,15,-13
26885,95,-124
26886,14,-13
26887,96,-124
26888,13,-13
26889,97,-124
26890,13,-14
26891,97,-125
26892,13,-13
26893,96,-125
26894,13,-14
26895,95,-125
26896,13,-15
26897,95,-124
26898,14,-15
26899,95,-125
26900,14,-16
26901,94,-125
26902,14,-15
26903,93,-125
26904,13,-15
26905,94,-125
26906,13,-16
26907,95,-125
26908,13,-15
26909,95,-124
26910,14,-15
26911,95,-123
26912,14,-14
26913,95,-122
26914,13,-14
26915,95,-123
26916,13,-15
26917,95,-124
26918,13,-14
26919,95,-123
26920,12,-14
26921,95,-124
26922,12,-15
26923,96,-124
26924,13,-15
26925,96,-123
26926,12,-15
26927,96,-122
26928,12,-14
26929,96,-123
26930,13,-14
26931,97,-123
26932,13,-13
26933,96,-123
26934,13,-12
26935,97,-123
26936,14,-12
26937,97,-122
26938,14,-13
26939,97,-123
26940,14,-14
26941,98,-123
26942,15,-14
26943,97,-123
26944,15,-15
26945,97,-124
26946,16,-15
26947,97,-125
26948,15,-15
26949,96,-125
26950,15,-14
26951,96,-124
26952,15,-13
26953,96,-123
26954,14,-13
26955,97,-123
26956,15,-13
26957,96,-123
26958,14,-13
26959,95,-123
26960,14,-12
26961,96,-123
26962,15,-12
26963,97,-123
26964,14,-12
26965,97,-124
26966,14,-13
26967,96,-124
26968,14,-14
26969,95,-124
26970,13,-14
26971,96,-124
26972,12,-14
26973,96,-125
26974,13,-14
26975,96,-126
26976,13,-13
26977,97,-126
26978,12,-13
26979,98,-126
26980,13,-13
26981,97,-126
26982,14,-13
26983,97,-127
26984,15,-13
26985,97,-128
26986,16,-13
26987,96,-128
26988,16,-12
26989,96,-129
26990,16,-11
26991,96,-128
26992,16,-12
26993,96,-129
26994,16,-11
26995,95,-129
26996,16,-12
26997,96,-129
26998,16,-13
26999,97,-129
27000,17,-13
27001,98,-129
27002,18,-13
27003,98,-128
27004,17,-13
27005,99,-128
27006,17,-14
27007,100,-128
27008,18,-14
27009,100,-129
27010,19,-14
27011,99,-129
27012,19,-15
27013,99,-130
27014,19,-14
27015,99,-129
27016,19,-15
27017,99,-130
27018,18,-15
27019,100,-130
27020,18,-14
27021,100,-129
27022,19,-14
27023,101,-129
27024,19,-13
27025,102,-129
27026,18,-13
27027,102,-130
27028,18,-12
27029,103,-130
27030,17,-12
27031,104,-130
27032,16,-12
27033,103,-130
27034,15,-12
27035,103,-131
27036,16,-12
27037,104,-131
27038,16,-13
27039,105,-131
27040,16,-12
27041,104,-131
27042,15,-12
27043,104,-132
27044,15,-13
27045,103,-132
27046,15,-12
27047,104,-132
27048,14,-12
27049,105,-132
27050,15,-12
27051,104,-132
27052,15,-13
27053,104,-133
27054,15,-14
27055,104,-134
27056,14,-14
27057,104,-135
27058,14,-13
27059,104,-136
27060,14,-14
27061,104,-137
27062,14,-15
27063,103,-137
27064,14,-14
27065,103,-138
27066,14,-13
27067,102,-138
27068,13,-13
27069,103,-138
27070,12,-13
27071,102,-138
27072,13,-13
27073,102,-139
27074,13,-12
27075,102,-140
27076,12,-12
27077,102,-141
27078,11,-12
27079,103,-141
27080,11,-13
27081,104,-141
27082,10,-13
27083,104,-140
27084,9,-13
27085,103,-140
27086,9,-14
27087,103,-139
27088,9,-15
27089,102,-139
27090,9,-14
27091,103,-139
27092,9,-15
27093,102,-139
27094,10,-15
27095,103,-139
27096,9,-15
27097,103,-140
27098,9,-14
27099,103,-141
27100,9,-13
27101,103,-142
27102,8,-13
27103,103,-143
27104,7,-13
27105,103,-144
27106,7,-12
27107,103,-143
27108,8,-12
27109,103,-142
27110,9,-12
27111,103,-143
27112,8,-12
27113,104,-143
27114,8,-13
27115,105,-143
27116,9,-13
27117,105,-142
27118,8,-13
27119,105,-141
27120,7,-13
27121,105,-140
27122,7,-14
27123,106,-140
27124,6,-14
27125,107,-140
27126,6,-13
27127,108,-140
27128,5,-13
27129,107,-140
27130,5,-12
27131,107,-139
27132,6,-12
27133,107,-138
27134,7,-12
27135,107,-139
27136,8,-12
27137,106,-139
27138,9,-12
27139,105,-139
27140,8,-12
27141,105,-140
27142,9,-12
27143,105,-139
27144,9,-11
27145,105,-140
27146,10,-11
27147,104,-140
27148,10,-10
27149,103,-140
27150,11,-10
27151,104,-140
27152,11,-11
27153,105,-140
27154,12,-11
27155,104,-140
27156,13,-11
27157,103,-140
27158,12,-11
27159,104,-140
27160,13,-11
27161,103,-140
27162,13,-10
27163,103,-141
27164,13,-9
27165,104,-141
27166,12,-9
27167,105,-141
27168,12,-8
27169,105,-142
27170,12,-9
27171,105,-143
27172,11,-9
27173,105,-144
27174,10,-9
27175,105,-143
27176,10,-8
27177,104,-143
27178,9,-8
27179,104,-144
27180,8,-8
27181,105,-144
27182,8,-9
27183,104,-144
27184,8,-8
27185,105,-144
27186,7,-8
27187,105,-143
27188,7,-7
27189,104,-143
27190,7,-6
27191,104,-142
27192,7,-5
27193,105,-142
27194,7,-4
27195,105,-141
27196,7,-3
27197,105,-140
27198,7,-4
27199,105,-141
27200,6,-4
27201,105,-142
27202,5,-4
27203,105,-143
27204,4,-4
27205,105,-144
27206,3,-4
27207,105,-143
27208,3,-3
27209,105,-142
27210,3,-2
27211,104,-142
27212,4,-2
27213,103,-142
27214,4,-3
27215,102,-142
27216,3,-3
27217,103,-142
27218,3,-4
27219,104,-142
27220,4,-4
27221,103,-142
27222,4,-5
27223,102,-142
27224,4,-6
27225,101,-142
27226,4,-7
27227,102,-142
27228,3,-7
27229,102,-143
27230,3,-8
27231,102,-144
27232,4,-8
27233,102,-145
27234,4,-7
27235,102,-146
27236,3,-7
27237,102,-145
27238,3,-8
27239,101,-145
27240,4,-8
27241,101,-144
27242,4,-7
27243,101,-145
27244,4,-6
27245,102,-145
27246,3,-6
27247,101,-145
27248,3,-7
27249,101,-146
27250,2,-7
27251,100,-146
27252,3,-7
27253,100,-145
27254,4,-7
27255,100,-144
27256,3,-7
27257,99,-144
27258,2,-7
27259,99,-145
27260,2,-8
27261,99,-144
27262,3,-8
27263,99,-143
27264,2,-8
27265,98,-143
27266,3,-8
27267,98,-144
27268,3,-9
27269,98,-145
27270,2,-9
27271,98,-146
27272,3,-9
27273,98,-145
27274,3,-8
27275,98,-144
27276,3,-7
27277,98,-143
27278,2,-7
27279,98,-142
27280,1,-7
27281,98,-143
27282,1,-6
27283,98,-142
27284,2,-6
27285,98,-143
27286,2,-5
27287,98,-144
27288,2,-6
27289,99,-144
27290,1,-6
27291,99,-143
27292,2,-6
27293,98,-143
27294,3,-6
27295,98,-144
27296,3,-5
27297,97,-144
27298,4,-5
27299,96,-144
27300,4,-4
27301,97,-144
27302,3,-4
27303,97,-145
27304,3,-5
27305,97,-144
27306,2,-5
27307,96,-144
27308,1,-5
27309,97,-144
27310,1,-4
27311,97,-143
27312,0,-4
27313,97,-142
27314,1,-4
27315,98,-142
27316,0,-4
27317,97,-142
27318,0,-5
27319,98,-142
27320,0,-6
27321,99,-142
27322,0,-7
27323,99,-143
27324,0,-6
27325,100,-143
27326,0,-5
27327,100,-142
27328,0,-4
27329,100,-141
27330,0,-3
27331,100,-142
27332,1,-3
27333,99,-142
27334,1,-2
27335,99,-143
27336,2,-2
27337,99,-142
27338,2,-3
27339,99,-141
27340,1,-3
27341,99,-140
27342,1,-2
27343,99,-141
27344,2,-2
27345,100,-141
27346,2,-3
27347,100,-142
27348,1,-3
27349,100,-141
27350,0,-3
27351,100,-140
27352,-1,-3
27353,101,-140
27354,-1,-2
27355,101,-139
27356,-1,-1
27357,101,-140
27358,0,-1
27359,102,-140
27360,-1,-1
27361,103,-140
27362,0,-1
27363,103,-139
27364,0,-2
27365,103,-138
27366,1,-2
27367,103,-139
27368,2,-2
27369,104,-139
27370,2,-1
27371,104,-140
27372,3,-1
27373,105,-140
27374,3,-2
27375,105,-141
27376,3,-1
27377,106,-141
27378,2,-1
27379,106,-142
27380,2,0
27381,106,-141
27382,1,0
27383,107,-141
27384,0,0
27385,108,-141
27386,1,0
27387,108,-142
27388,1,1
27389,108,-143
27390,0,1
27391,108,-144
27392,0,0
27393,108,-143
27394,-1,0
27395,109,-143
27396,-2,0
27397,110,-143
27398,-2,-1
27399,109,-143
27400,-2,0
27401,110,-143
27402,-2,-1
27403,111,-143
27404,-2,0
27405,111,-142
27406,-2,1
27407,111,-141
27408,-3,1
27409,111,-140
27410,-3,2
27411,112,-140
27412,-3,3
27413,111,-140
27414,-3,2
27415,111,-141
27416,-2,2
27417,111,-140
27418,-1,2
27419,110,-140
27420,-1,1
27421,111,-140
27422,0,1
27423,110,-140
27424,0,2
27425,110,-139
27426,0,3
27427,109,-139
27428,0,4
27429,108,-139
27430,-1,4
27431,107,-139
27432,0,4
27433,108,-139
27434,1,4
27435,107,-139
27436,1,3
27437,108,-139
27438,0,3
27439,108,-140
27440,0,2
27441,107,-140
27442,-1,2
27443,106,-140
27444,-2,2
27445,105,-140
27446,-3,2
27447,105,-139
27448,-4,2
27449,104,-139
27450,-4,3
27451,105,-139
27452,-4,4
27453,104,-139
27454,-4,5
27455,103,-139
27456,-4,6
27457,103,-140
27458,-4,5
27459,103,-141
27460,-4,6
27461,102,-141
27462,-5,6
27463,102,-140
27464,-6,6
27465,102,-139
27466,-5,6
27467,103,-139
27468,-5,5
27469,104,-139
27470,-5,4
27471,104,-140
27472,-5,3
27473,104,-141
27474,-5,2
27475,104,-142
27476,-5,3
27477,105,-142
27478,-4,3
27479,105,-141
27480,-5,3
27481,105,-142
27482,-5,4
27483,105,-143
27484,-4,4
27485,106,-143
27486,-5,4
27487,107,-143
27488,-6,4
27489,107,-142
27490,-5,4
27491,107,-141
27492,-5,5
27493,107,-140
